INFO  2020-08-13 15:55:16,375 [12   ] c.Infrastructure.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 5.0503ms
INFO  2020-08-13 15:55:16,375 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)'
INFO  2020-08-13 15:55:16,375 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 27.0107ms 200 application/x-javascript
INFO  2020-08-13 15:55:16,398 [4    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2020-08-13 15:55:16,398 [4    ] c.Infrastructure.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 32.4352ms
INFO  2020-08-13 15:55:16,398 [4    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)'
INFO  2020-08-13 15:55:16,399 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 50.2985ms 200 application/x-javascript; charset=utf-8
INFO  2020-08-13 15:55:16,535 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 POST http://localhost:62114/signalr/negotiate text/plain;charset=UTF-8 0
INFO  2020-08-13 15:55:16,549 [4    ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint '/signalr/negotiate'
INFO  2020-08-13 15:55:16,550 [4    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint '/signalr/negotiate'
INFO  2020-08-13 15:55:16,551 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 15.6317ms 200 application/json
